"friendly_exam_name","normalized_exam_name","cpt_codes","primary_cpt_code","modifier","modifier_26_wrvu","modality","body_region","contrast_status","cms_official_description","common_aliases","powerscribe_aliases","hospital_site_aliases","typical_combinations","active","created_at","updated_at"
"MRI Lower Extremity w/ Contrast","MRI LOWER EXTREMITY W","[""73719-26""]","73719","26","1.58","MRI","Lower Extremity","with","","[""MRI Lower Extremity w/ Contrast"",""MRI LOWER EXTREMITY W"",""MRI Lower Extremity W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Lower Extremity w/o & w/ Contrast","MRI LOWER EXTREMITY WO AND W","[""73720-26""]","73720","26","2.1","MRI","Lower Extremity","without_and_with","","[""MRI Lower Extremity w/o \u0026 w/ Contrast"",""MRI LOWER EXTREMITY WO AND W"",""MRI Lower Extremity WWO"",""MRI Lower Extremity w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Breast Unilateral w/o Contrast","MRI BREAST UNILATERAL WO","[""77046-26""]","77046","26","1.41","MRI","Breast","without","","[""MRI Breast Unilateral w/o Contrast"",""MRI BREAST UNILATERAL WO"",""MRI Breast Unilateral WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Breast Bilateral w/o Contrast","MRI BREAST BILATERAL WO","[""77047-26""]","77047","26","1.56","MRI","Breast","without","","[""MRI Breast Bilateral w/o Contrast"",""MRI BREAST BILATERAL WO"",""MRI Breast Bilateral WO""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Breast Unilateral w/o & w/ Contrast","MRI BREAST UNILATERAL WO AND W","[""77048-26""]","77048","26","2.05","MRI","Breast","without_and_with","","[""MRI Breast Unilateral w/o \u0026 w/ Contrast"",""MRI BREAST UNILATERAL WO AND W"",""MRI Breast Unilateral WWO"",""MRI Breast Unilateral w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"MRI Breast Bilateral w/o & w/ Contrast","MRI BREAST BILATERAL WO AND W","[""77049-26""]","77049","26","2.24","MRI","Breast","without_and_with","","[""MRI Breast Bilateral w/o \u0026 w/ Contrast"",""MRI BREAST BILATERAL WO AND W"",""MRI Breast Bilateral WWO"",""MRI Breast Bilateral w/o \u0026 W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Cardiac MRI Morphology (w/o Contrast)","CARDIAC MRI MORPHOLOGY WO","[""75557-26""]","75557","26","2.29","MRI","Cardiac","without","","[""Cardiac MRI Morphology (w/o Contrast)"",""CARDIAC MRI MORPHOLOGY WO"",""Cardiac MRI Morphology (WO)""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Cardiac MRI w/ Stress","CARDIAC MRI W STRESS","[""75559-26""]","75559","26","2.88","MRI","Cardiac","with","","[""Cardiac MRI w/ Stress"",""CARDIAC MRI W STRESS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Cardiac MRI w/ Contrast (Comprehensive)","CARDIAC MRI W COMPREHENSIVE","[""75561-26""]","75561","26","2.54","MRI","Cardiac","with","","[""Cardiac MRI w/ Contrast (Comprehensive)"",""CARDIAC MRI W COMPREHENSIVE"",""Cardiac MRI W (Comprehensive)""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Cardiac MRI Stress w/ Contrast","CARDIAC MRI STRESS W","[""75563-26""]","75563","26","2.93","MRI","Cardiac","with","","[""Cardiac MRI Stress w/ Contrast"",""CARDIAC MRI STRESS W"",""Cardiac MRI Stress W""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Abdomen Complete","US ABDOMEN COMPLETE","[""76700-26""]","76700","26","0.79","US","Abdomen","not_applicable","","[""US Abdomen Complete"",""US ABDOMEN COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Abdomen Limited","US ABDOMEN LIMITED","[""76705-26""]","76705","26","0.58","US","Abdomen","not_applicable","","[""US Abdomen Limited"",""US ABDOMEN LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US AAA Screening","US AAA SCREENING","[""76706-26""]","76706","26","0.54","US","Abdomen","not_applicable","","[""US AAA Screening"",""US AAA SCREENING""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Renal Complete","US RENAL COMPLETE","[""76770-26""]","76770","26","0.72","US","Abdomen","not_applicable","","[""US Renal Complete"",""US RENAL COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Renal Limited","US RENAL LIMITED","[""76775-26""]","76775","26","0.57","US","Abdomen","not_applicable","","[""US Renal Limited"",""US RENAL LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Renal Transplant w/ Doppler","US RENAL TRANSPLANT W DOPPLER","[""76776-26""]","76776","26","0.74","US","Abdomen","with","","[""US Renal Transplant w/ Doppler"",""US RENAL TRANSPLANT W DOPPLER""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Elastography Parenchyma","US ELASTOGRAPHY PARENCHYMA","[""76981-26""]","76981","26","0.58","US","Abdomen","not_applicable","","[""US Elastography Parenchyma"",""US ELASTOGRAPHY PARENCHYMA""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Elastography Lesion","US ELASTOGRAPHY LESION","[""76982-26""]","76982","26","0.58","US","Abdomen","not_applicable","","[""US Elastography Lesion"",""US ELASTOGRAPHY LESION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Pelvis Complete","US PELVIS COMPLETE","[""76856-26""]","76856","26","0.67","US","Pelvis","not_applicable","","[""US Pelvis Complete"",""US PELVIS COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Pelvis Limited","US PELVIS LIMITED","[""76857-26""]","76857","26","0.49","US","Pelvis","not_applicable","","[""US Pelvis Limited"",""US PELVIS LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Transvaginal Non-OB","US TRANSVAGINAL NON OB","[""76830-26""]","76830","26","0.67","US","Abdomen","not_applicable","","[""US Transvaginal Non-OB"",""US TRANSVAGINAL NON OB""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Sonohysterography","US SONOHYSTEROGRAPHY","[""76831-26""]","76831","26","0.7","US","Pelvis","not_applicable","","[""US Sonohysterography"",""US SONOHYSTEROGRAPHY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Scrotum","US SCROTUM","[""76870-26""]","76870","26","0.62","US","Pelvis","not_applicable","","[""US Scrotum"",""US SCROTUM""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Transrectal","US TRANSRECTAL","[""76872-26""]","76872","26","0.65","US","Pelvis","not_applicable","","[""US Transrectal"",""US TRANSRECTAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Transrectal Prostate Volume","US TRANSRECTAL PROSTATE VOLUME","[""76873-26""]","76873","26","1.51","US","Pelvis","not_applicable","","[""US Transrectal Prostate Volume"",""US TRANSRECTAL PROSTATE VOLUME""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US < 14 Wks Single","OB US 14 WKS SINGLE","[""76801-26""]","76801","26","0.97","US","OB","not_applicable","","[""OB US \u003c 14 Wks Single"",""OB US 14 WKS SINGLE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US < 14 Wks Each Addl","OB US 14 WKS EACH ADDL","[""76802-26""]","76802","26","0.81","US","OB","not_applicable","","[""OB US \u003c 14 Wks Each Addl"",""OB US 14 WKS EACH ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US >= 14 Wks Single","OB US 14 WKS SINGLE","[""76805-26""]","76805","26","0.97","US","OB","not_applicable","","[""OB US \u003e= 14 Wks Single"",""OB US 14 WKS SINGLE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US >= 14 Wks Each Addl","OB US 14 WKS EACH ADDL","[""76810-26""]","76810","26","0.96","US","OB","not_applicable","","[""OB US \u003e= 14 Wks Each Addl"",""OB US 14 WKS EACH ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US Detailed (Anatomy Scan)","OB US DETAILED ANATOMY SCAN","[""76811-26""]","76811","26","1.85","US","OB","not_applicable","","[""OB US Detailed (Anatomy Scan)"",""OB US DETAILED ANATOMY SCAN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US Detailed Each Addl","OB US DETAILED EACH ADDL","[""76812-26""]","76812","26","1.74","US","OB","not_applicable","","[""OB US Detailed Each Addl"",""OB US DETAILED EACH ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US Nuchal Translucency 1st","OB US NUCHAL TRANSLUCENCY 1ST","[""76813-26""]","76813","26","1.15","US","OB","not_applicable","","[""OB US Nuchal Translucency 1st"",""OB US NUCHAL TRANSLUCENCY 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US Nuchal Translucency Each Addl","OB US NUCHAL TRANSLUCENCY EACH ADDL","[""76814-26""]","76814","26","0.97","US","OB","not_applicable","","[""OB US Nuchal Translucency Each Addl"",""OB US NUCHAL TRANSLUCENCY EACH ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US Limited","OB US LIMITED","[""76815-26""]","76815","26","0.63","US","OB","not_applicable","","[""OB US Limited"",""OB US LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US Follow-Up","OB US FOLLOW UP","[""76816-26""]","76816","26","0.83","US","OB","not_applicable","","[""OB US Follow-Up"",""OB US FOLLOW UP""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"OB US Transvaginal","OB US TRANSVAGINAL","[""76817-26""]","76817","26","0.73","US","Abdomen","not_applicable","","[""OB US Transvaginal"",""OB US TRANSVAGINAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Biophysical Profile w/ NST","BIOPHYSICAL PROFILE W NST","[""76818-26""]","76818","26","1.02","OTHER","OB","with","","[""Biophysical Profile w/ NST"",""BIOPHYSICAL PROFILE W NST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Biophysical Profile w/o NST","BIOPHYSICAL PROFILE WO NST","[""76819-26""]","76819","26","0.75","OTHER","OB","without","","[""Biophysical Profile w/o NST"",""BIOPHYSICAL PROFILE WO NST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Doppler Velocimetry Umbilical","DOPPLER VELOCIMETRY UMBILICAL","[""76820-26""]","76820","26","0.49","OTHER","OB","not_applicable","","[""Doppler Velocimetry Umbilical"",""DOPPLER VELOCIMETRY UMBILICAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Doppler Velocimetry Middle Cerebral","DOPPLER VELOCIMETRY MIDDLE CEREBRAL","[""76821-26""]","76821","26","0.68","OTHER","Cerebral","not_applicable","","[""Doppler Velocimetry Middle Cerebral"",""DOPPLER VELOCIMETRY MIDDLE CEREBRAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Fetal Echo Complete","FETAL ECHO COMPLETE","[""76825-26""]","76825","26","1.63","OTHER","Cardiac","not_applicable","","[""Fetal Echo Complete"",""FETAL ECHO COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Fetal Echo Follow-Up","FETAL ECHO FOLLOW UP","[""76826-26""]","76826","26","0.81","OTHER","Cardiac","not_applicable","","[""Fetal Echo Follow-Up"",""FETAL ECHO FOLLOW UP""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Fetal Echo Doppler","FETAL ECHO DOPPLER","[""76827-26""]","76827","26","0.57","OTHER","Cardiac","not_applicable","","[""Fetal Echo Doppler"",""FETAL ECHO DOPPLER""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Fetal Echo Doppler Follow-Up","FETAL ECHO DOPPLER FOLLOW UP","[""76828-26""]","76828","26","0.55","OTHER","Cardiac","not_applicable","","[""Fetal Echo Doppler Follow-Up"",""FETAL ECHO DOPPLER FOLLOW UP""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Thyroid/Neck","US THYROID NECK","[""76536-26""]","76536","26","0.55","US","Head/Neck","not_applicable","","[""US Thyroid/Neck"",""US THYROID NECK""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Breast Complete","US BREAST COMPLETE","[""76641-26""]","76641","26","0.71","US","Breast","not_applicable","","[""US Breast Complete"",""US BREAST COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Breast Limited","US BREAST LIMITED","[""76642-26""]","76642","26","0.66","US","Breast","not_applicable","","[""US Breast Limited"",""US BREAST LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Chest","US CHEST","[""76604-26""]","76604","26","0.58","US","Chest","not_applicable","","[""US Chest"",""US CHEST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US MSK Joint Complete","US MSK JOINT COMPLETE","[""76881-26""]","76881","26","0.88","US","MSK","not_applicable","","[""US MSK Joint Complete"",""US MSK JOINT COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US MSK Soft Tissue Limited","US MSK SOFT TISSUE LIMITED","[""76882-26""]","76882","26","0.67","US","MSK","not_applicable","","[""US MSK Soft Tissue Limited"",""US MSK SOFT TISSUE LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US MSK Nerve Comprehensive","US MSK NERVE COMPREHENSIVE","[""76883-26""]","76883","26","1.18","US","MSK","not_applicable","","[""US MSK Nerve Comprehensive"",""US MSK NERVE COMPREHENSIVE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Head (Echoencephalography)","US HEAD ECHOENCEPHALOGRAPHY","[""76506-26""]","76506","26","0.61","US","Head/Neck","not_applicable","","[""US Head (Echoencephalography)"",""US HEAD ECHOENCEPHALOGRAPHY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Spinal Canal","US SPINAL CANAL","[""76800-26""]","76800","26","1.1","US","Pediatric","not_applicable","","[""US Spinal Canal"",""US SPINAL CANAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Infant Hips Dynamic","US INFANT HIPS DYNAMIC","[""76885-26""]","76885","26","0.72","US","Pelvis","not_applicable","","[""US Infant Hips Dynamic"",""US INFANT HIPS DYNAMIC""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Infant Hips Static","US INFANT HIPS STATIC","[""76886-26""]","76886","26","0.6","US","Pelvis","not_applicable","","[""US Infant Hips Static"",""US INFANT HIPS STATIC""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Guidance Biopsy","US GUIDANCE BIOPSY","[""76942-26""]","76942","26","0.65","US","Pelvis","not_applicable","","[""US Guidance Biopsy"",""US GUIDANCE BIOPSY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Guidance Vascular Access","US GUIDANCE VASCULAR ACCESS","[""76937-26""]","76937","26","0.29","US","Pelvis","not_applicable","","[""US Guidance Vascular Access"",""US GUIDANCE VASCULAR ACCESS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Guidance Tissue Ablation","US GUIDANCE TISSUE ABLATION","[""76940-26""]","76940","26","1.95","US","Pelvis","not_applicable","","[""US Guidance Tissue Ablation"",""US GUIDANCE TISSUE ABLATION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"US Guidance Intraoperative","US GUIDANCE INTRAOPERATIVE","[""76998-26""]","76998","26","0.89","US","Pelvis","not_applicable","","[""US Guidance Intraoperative"",""US GUIDANCE INTRAOPERATIVE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Carotid Duplex US Bilateral","CAROTID DUPLEX US BILATERAL","[""93880-26""]","93880","26","0.78","US","Head/Neck","not_applicable","","[""Carotid Duplex US Bilateral"",""CAROTID DUPLEX US BILATERAL"",""Carotid ultrasound"",""Carotid duplex"",""Carotid Doppler""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Carotid Duplex US Unilateral/Limited","CAROTID DUPLEX US UNILATERAL LIMITED","[""93882-26""]","93882","26","0.49","US","Head/Neck","not_applicable","","[""Carotid Duplex US Unilateral/Limited"",""CAROTID DUPLEX US UNILATERAL LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Transcranial Doppler (TCD) Complete","TRANSCRANIAL DOPPLER TCD COMPLETE","[""93886-26""]","93886","26","0.88","US","Head/Neck","not_applicable","","[""Transcranial Doppler (TCD) Complete"",""TRANSCRANIAL DOPPLER TCD COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Transcranial Doppler (TCD) Limited","TRANSCRANIAL DOPPLER TCD LIMITED","[""93888-26""]","93888","26","0.71","US","Head/Neck","not_applicable","","[""Transcranial Doppler (TCD) Limited"",""TRANSCRANIAL DOPPLER TCD LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"TCD Emboli Detection w/o Injection","TCD EMBOLI DETECTION WO INJECTION","[""93892-26""]","93892","26","1.12","US","Head/Neck","without","","[""TCD Emboli Detection w/o Injection"",""TCD EMBOLI DETECTION WO INJECTION""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"TCD w/ Venous-Arterial Shunt","TCD W VENOUS ARTERIAL SHUNT","[""93893-26""]","93893","26","1.12","US","Head/Neck","with","","[""TCD w/ Venous-Arterial Shunt"",""TCD W VENOUS ARTERIAL SHUNT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Extremity Arterial 2 Levels","EXTREMITY ARTERIAL 2 LEVELS","[""93922-26""]","93922","26","0.24","US","Arterial","not_applicable","","[""Extremity Arterial 2 Levels"",""EXTREMITY ARTERIAL 2 LEVELS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Extremity Arterial 3+ Levels","EXTREMITY ARTERIAL 3 LEVELS","[""93923-26""]","93923","26","0.44","US","Arterial","not_applicable","","[""Extremity Arterial 3+ Levels"",""EXTREMITY ARTERIAL 3 LEVELS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Lower Extremity Arterial Bilateral","LOWER EXTREMITY ARTERIAL BILATERAL","[""93924-26""]","93924","26","0.49","US","Lower Extremity","not_applicable","","[""Lower Extremity Arterial Bilateral"",""LOWER EXTREMITY ARTERIAL BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Lower Extremity Arterial Duplex Bilateral","LOWER EXTREMITY ARTERIAL DUPLEX BILATERAL","[""93925-26""]","93925","26","0.78","US","Lower Extremity","not_applicable","","[""Lower Extremity Arterial Duplex Bilateral"",""LOWER EXTREMITY ARTERIAL DUPLEX BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Lower Extremity Arterial Duplex Unilateral","LOWER EXTREMITY ARTERIAL DUPLEX UNILATERAL","[""93926-26""]","93926","26","0.49","US","Lower Extremity","not_applicable","","[""Lower Extremity Arterial Duplex Unilateral"",""LOWER EXTREMITY ARTERIAL DUPLEX UNILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Upper Extremity Arterial Duplex Bilateral","UPPER EXTREMITY ARTERIAL DUPLEX BILATERAL","[""93930-26""]","93930","26","0.78","US","Upper Extremity","not_applicable","","[""Upper Extremity Arterial Duplex Bilateral"",""UPPER EXTREMITY ARTERIAL DUPLEX BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Upper Extremity Arterial Duplex Unilateral","UPPER EXTREMITY ARTERIAL DUPLEX UNILATERAL","[""93931-26""]","93931","26","0.49","US","Upper Extremity","not_applicable","","[""Upper Extremity Arterial Duplex Unilateral"",""UPPER EXTREMITY ARTERIAL DUPLEX UNILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Lower Extremity Venous Duplex Bilateral","LOWER EXTREMITY VENOUS DUPLEX BILATERAL","[""93970-26""]","93970","26","0.68","US","Lower Extremity","not_applicable","","[""Lower Extremity Venous Duplex Bilateral"",""LOWER EXTREMITY VENOUS DUPLEX BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Lower Extremity Venous Duplex Unilateral","LOWER EXTREMITY VENOUS DUPLEX UNILATERAL","[""93971-26""]","93971","26","0.44","US","Lower Extremity","not_applicable","","[""Lower Extremity Venous Duplex Unilateral"",""LOWER EXTREMITY VENOUS DUPLEX UNILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Duplex Abdomen/Pelvis/Retroperitoneal Complete","DUPLEX ABDOMEN PELVIS RETROPERITONEAL COMPLETE","[""93975-26""]","93975","26","1.13","US","Abdomen","not_applicable","","[""Duplex Abdomen/Pelvis/Retroperitoneal Complete"",""DUPLEX ABDOMEN PELVIS RETROPERITONEAL COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Duplex Abdomen/Pelvis/Retroperitoneal Limited","DUPLEX ABDOMEN PELVIS RETROPERITONEAL LIMITED","[""93976-26""]","93976","26","0.78","US","Abdomen","not_applicable","","[""Duplex Abdomen/Pelvis/Retroperitoneal Limited"",""DUPLEX ABDOMEN PELVIS RETROPERITONEAL LIMITED""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Duplex Aorta/IVC/Iliac Complete","DUPLEX AORTA IVC ILIAC COMPLETE","[""93978-26""]","93978","26","0.78","US","Abdomen","not_applicable","","[""Duplex Aorta/IVC/Iliac Complete"",""DUPLEX AORTA IVC ILIAC COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Duplex Aorta/IVC/Iliac Unilateral","DUPLEX AORTA IVC ILIAC UNILATERAL","[""93979-26""]","93979","26","0.49","US","Abdomen","not_applicable","","[""Duplex Aorta/IVC/Iliac Unilateral"",""DUPLEX AORTA IVC ILIAC UNILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Duplex Hemodialysis Access Complete Bilateral","DUPLEX HEMODIALYSIS ACCESS COMPLETE BILATERAL","[""93985-26""]","93985","26","0.78","US","Visceral","not_applicable","","[""Duplex Hemodialysis Access Complete Bilateral"",""DUPLEX HEMODIALYSIS ACCESS COMPLETE BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Duplex Hemodialysis Access Complete Unilateral","DUPLEX HEMODIALYSIS ACCESS COMPLETE UNILATERAL","[""93986-26""]","93986","26","0.49","US","Visceral","not_applicable","","[""Duplex Hemodialysis Access Complete Unilateral"",""DUPLEX HEMODIALYSIS ACCESS COMPLETE UNILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Duplex Dialysis Graft/Fistula","DUPLEX DIALYSIS GRAFT FISTULA","[""93990-26""]","93990","26","0.49","US","Visceral","not_applicable","","[""Duplex Dialysis Graft/Fistula"",""DUPLEX DIALYSIS GRAFT FISTULA""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Penile Vascular Study Complete","PENILE VASCULAR STUDY COMPLETE","[""93980-26""]","93980","26","1.22","US","Pelvis","not_applicable","","[""Penile Vascular Study Complete"",""PENILE VASCULAR STUDY COMPLETE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Penile Vascular Study Follow-Up","PENILE VASCULAR STUDY FOLLOW UP","[""93981-26""]","93981","26","0.43","US","Pelvis","not_applicable","","[""Penile Vascular Study Follow-Up"",""PENILE VASCULAR STUDY FOLLOW UP""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Dx Mammogram Unilateral","DX MAMMOGRAM UNILATERAL","[""77065-26""]","77065","26","0.79","MAMMO","Breast","not_applicable","","[""Dx Mammogram Unilateral"",""DX MAMMOGRAM UNILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Dx Mammogram Bilateral","DX MAMMOGRAM BILATERAL","[""77066-26""]","77066","26","0.98","MAMMO","Breast","not_applicable","","[""Dx Mammogram Bilateral"",""DX MAMMOGRAM BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Screening Mammogram Bilateral","SCREENING MAMMOGRAM BILATERAL","[""77067-26""]","77067","26","0.74","MAMMO","Breast","not_applicable","","[""Screening Mammogram Bilateral"",""SCREENING MAMMOGRAM BILATERAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Breast Tomosynthesis (3D) Bi","BREAST TOMOSYNTHESIS 3D BI","[""77063-26""]","77063","26","0.59","MAMMO","Breast","not_applicable","","[""Breast Tomosynthesis (3D) Bi"",""BREAST TOMOSYNTHESIS 3D BI""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Mammary Ductogram","MAMMARY DUCTOGRAM","[""77053-26""]","77053","26","0.35","MAMMO","Diagnostic","not_applicable","","[""Mammary Ductogram"",""MAMMARY DUCTOGRAM""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"DXA Bone Density Axial","DXA BONE DENSITY AXIAL","[""77080-26""]","77080","26","0.2","OTHER","DXA","not_applicable","","[""DXA Bone Density Axial"",""DXA BONE DENSITY AXIAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"DXA Bone Density Appendicular","DXA BONE DENSITY APPENDICULAR","[""77081-26""]","77081","26","0.2","OTHER","DXA","not_applicable","","[""DXA Bone Density Appendicular"",""DXA BONE DENSITY APPENDICULAR""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
